object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,82.60155487060547,230.38363647460938,,,,,12.5
5,circle,Static,Black,0.0,167.89999389648438,,,,,5.5
6,circle,Static,Black,37.68311309814453,168.38140869140625,,,,,5.5
7,circle,Static,Black,51.91858673095703,168.27200317382812,,,,,5.5
8,circle,Static,Black,89.20042419433594,175.5488739013672,,,,,5.5
9,circle,Static,Black,107.75347137451172,181.69430541992188,,,,,5.5
10,circle,Static,Black,148.1381072998047,184.0694580078125,,,,,5.5
11,circle,Static,Black,175.35287475585938,188.8477325439453,,,,,5.5
12,circle,Static,Black,256.0,120.46666717529297,,,,,5.5
13,circle,Static,Black,235.98785400390625,121.15985107421875,,,,,5.5
14,circle,Static,Black,215.30926513671875,120.5469970703125,,,,,5.5
15,circle,Static,Black,182.84326171875,124.28593444824219,,,,,5.5
16,circle,Static,Black,169.6081085205078,128.3126678466797,,,,,5.5
17,circle,Static,Black,136.31980895996094,129.2548828125,,,,,5.5
18,circle,Static,Black,98.77546691894531,125.9165267944336,,,,,5.5
19,circle,Static,Black,74.77369689941406,131.89036560058594,,,,,5.5
20,circle,Static,Black,0.0,73.03333282470703,,,,,5.5
21,circle,Static,Black,16.640222549438477,66.82776641845703,,,,,5.5
22,circle,Static,Black,48.36735534667969,70.78080749511719,,,,,5.5
23,circle,Static,Black,76.00574493408203,77.96393585205078,,,,,5.5
24,circle,Static,Black,256.0,25.60000228881836,,,,,5.5
25,circle,Static,Black,218.27053833007812,41.83719253540039,,,,,5.5
26,circle,Static,Black,202.6650390625,43.85235595703125,,,,,5.5
27,circle,Static,Black,187.28408813476562,42.1767692565918,,,,,5.5
28,circle,Static,Black,150.03866577148438,35.428462982177734,,,,,5.5
29,bar,Static,Purple,128.0,2.559999942779541,0.0,256.0,5.12,,
30,User Circle,Dynamic,Red,39,192,,,,,12
