object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,jar,Dynamic,Gray,96.00004577636719,2.3819689750671387,2.6143970899283886e-06,51.377470202847135,4.763937950134277,34.13333333333334,
5,circle,Dynamic,Blue,96.0,19.483665466308594,,,,,9.5
6,bar,Static,Black,228.26666259765625,126.2933349609375,0.0,256.0,5.12,,
7,jar,Dynamic,Gray,113.06831359863281,157.61317443847656,3.1414287090301514,30.826482121708274,315.2263488769531,20.480000000000004,
8,circle,Dynamic,Green,113.06666564941406,135.3593292236328,,,,,6.5
9,bar,Static,Black,263.4378967285156,223.43255615234375,0.8726646304130554,256.0,5.12,,
10,User Circle,Dynamic,Red,170,213,,,,,31
