object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,147.1195831298828,230.38363647460938,,,,,12.5
5,circle,Static,Black,179.1999969482422,128.0,,,,,6.5
6,circle,Static,Black,220.69845581054688,143.07603454589844,,,,,6.5
7,circle,Static,Black,238.85903930664062,165.7090301513672,,,,,6.5
8,circle,Static,Black,210.6513671875,167.47349548339844,,,,,6.5
9,circle,Static,Black,198.5960693359375,161.14120483398438,,,,,6.5
10,circle,Static,Black,182.4696502685547,134.2994842529297,,,,,6.5
11,circle,Static,Black,182.5458526611328,119.433349609375,,,,,6.5
12,circle,Static,Black,195.1256103515625,98.97296905517578,,,,,6.5
13,circle,Static,Black,216.7919921875,87.87410736083984,,,,,6.5
14,circle,Static,Black,182.5458526611328,119.433349609375,,,,,6.5
15,circle,Static,Black,167.28602600097656,110.92079162597656,,,,,6.5
16,circle,Static,Black,152.03970336914062,90.3892593383789,,,,,6.5
17,circle,Static,Black,144.6186981201172,56.490814208984375,,,,,6.5
18,circle,Static,Black,149.49180603027344,33.36680603027344,,,,,6.5
19,circle,Static,Black,152.03970336914062,90.3892593383789,,,,,6.5
20,circle,Static,Black,130.06275939941406,120.53770446777344,,,,,6.5
21,circle,Static,Black,116.07960510253906,127.07942199707031,,,,,6.5
22,circle,Static,Black,72.82317352294922,124.23171997070312,,,,,6.5
23,circle,Static,Black,152.03970336914062,90.3892593383789,,,,,6.5
24,circle,Static,Black,179.0434112548828,67.77186584472656,,,,,6.5
25,circle,Static,Black,193.29629516601562,66.68544006347656,,,,,6.5
26,circle,Static,Black,210.42013549804688,77.0684814453125,,,,,6.5
27,circle,Static,Black,218.71302795410156,96.4359130859375,,,,,6.5
28,circle,Static,Black,152.03970336914062,90.3892593383789,,,,,6.5
29,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
30,circle,Static,Black,30.375598907470703,110.51749420166016,,,,,6.5
31,circle,Static,Black,13.942173957824707,78.850830078125,,,,,6.5
32,circle,Static,Black,11.191998481750488,46.56145095825195,,,,,6.5
33,circle,Static,Black,15.185127258300781,34.042152404785156,,,,,6.5
34,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
35,circle,Static,Black,22.523292541503906,167.73321533203125,,,,,6.5
36,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
37,circle,Static,Black,53.32513427734375,83.37620544433594,,,,,6.5
38,circle,Static,Black,67.9006118774414,45.61772537231445,,,,,6.5
39,circle,Static,Black,81.00758361816406,29.711181640625,,,,,6.5
40,circle,Static,Black,107.31959533691406,13.186128616333008,,,,,6.5
41,circle,Static,Black,142.4188690185547,4.597649574279785,,,,,6.5
42,circle,Static,Black,175.37550354003906,7.267434120178223,,,,,6.5
43,circle,Static,Black,212.72427368164062,23.130523681640625,,,,,6.5
44,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
45,circle,Static,Black,7.8542327880859375,149.03106689453125,,,,,6.5
46,circle,Static,Black,53.32513427734375,83.37620544433594,,,,,6.5
47,bar,Static,Purple,128.0,2.559999942779541,0.0,256.0,5.12,,
48,User Circle,Dynamic,Red,187,196,,,,,29
