object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,4.13497257232666,47.06502914428711,-0.7853981852531433,128.0,5.12,,
5,bar,Static,Black,251.86502075195312,47.06502914428711,0.7853981852531433,128.0,5.12,,
6,jar,Dynamic,Gray,133.6893310546875,2.502014636993408,2.1531066522584297e-05,59.94038190332165,5.004029273986816,39.82222222222222,
7,bar,Static,Black,179.1999969482422,89.2933349609375,0.0,90.0,5.12,,
8,circle,Dynamic,Blue,133.6888885498047,22.483665466308594,,,,,12.5
9,circle,Dynamic,Green,155.6999969482422,105.08699798583984,,,,,6.5
10,User Circle,Dynamic,Red,159,191,,,,,12
