object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,121.263427734375,230.38363647460938,,,,,12.5
5,circle,Static,Black,179.1999969482422,128.0,,,,,6.5
6,circle,Static,Black,167.6911163330078,135.94473266601562,,,,,6.5
7,circle,Static,Black,153.3516387939453,144.30917358398438,,,,,6.5
8,circle,Static,Black,153.3516387939453,144.30917358398438,,,,,6.5
9,circle,Static,Black,151.8501739501953,165.9770965576172,,,,,6.5
10,circle,Static,Black,105.17635345458984,151.334228515625,,,,,6.5
11,circle,Static,Black,151.8501739501953,165.9770965576172,,,,,6.5
12,circle,Static,Black,138.4732208251953,166.54437255859375,,,,,6.5
13,circle,Static,Black,111.0256118774414,157.90379333496094,,,,,6.5
14,circle,Static,Black,74.7560806274414,130.1972198486328,,,,,6.5
15,circle,Static,Black,55.58343505859375,100.35697937011719,,,,,6.5
16,circle,Static,Black,105.17635345458984,151.334228515625,,,,,6.5
17,circle,Static,Black,106.58415222167969,125.25608825683594,,,,,6.5
18,circle,Static,Black,115.27726745605469,114.27349853515625,,,,,6.5
19,circle,Static,Black,134.05859375,108.75862121582031,,,,,6.5
20,circle,Static,Black,174.6945037841797,122.67830657958984,,,,,6.5
21,circle,Static,Black,183.69650268554688,135.1514434814453,,,,,6.5
22,circle,Static,Black,111.0256118774414,157.90379333496094,,,,,6.5
23,circle,Static,Black,120.17401885986328,126.6778564453125,,,,,6.5
24,circle,Static,Black,136.04244995117188,86.26903533935547,,,,,6.5
25,circle,Static,Black,179.1999969482422,128.0,,,,,6.5
26,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
27,circle,Static,Black,88.17517852783203,99.84808349609375,,,,,6.5
28,circle,Static,Black,113.52137756347656,85.87980651855469,,,,,6.5
29,circle,Static,Black,135.63841247558594,77.63980102539062,,,,,6.5
30,circle,Static,Black,152.3733673095703,74.0802230834961,,,,,6.5
31,circle,Static,Black,172.96624755859375,72.79095458984375,,,,,6.5
32,circle,Static,Black,208.43292236328125,75.79602813720703,,,,,6.5
33,circle,Static,Black,247.6490478515625,85.04365539550781,,,,,6.5
34,circle,Static,Black,208.43292236328125,75.79602813720703,,,,,6.5
35,circle,Static,Black,242.4401092529297,51.6922607421875,,,,,6.5
36,circle,Static,Black,236.57313537597656,150.12057495117188,,,,,6.5
37,circle,Static,Black,218.68569946289062,140.89479064941406,,,,,6.5
38,circle,Static,Black,201.25466918945312,108.19158935546875,,,,,6.5
39,circle,Static,Black,206.78778076171875,60.376861572265625,,,,,6.5
40,circle,Static,Black,237.47740173339844,25.394012451171875,,,,,6.5
41,circle,Static,Black,152.3733673095703,74.0802230834961,,,,,6.5
42,circle,Static,Black,118.68533325195312,92.50675964355469,,,,,6.5
43,circle,Static,Black,75.00550842285156,98.65081787109375,,,,,6.5
44,circle,Static,Black,242.4401092529297,51.6922607421875,,,,,6.5
45,circle,Static,Black,205.48623657226562,46.45970916748047,,,,,6.5
46,circle,Static,Black,179.69082641601562,30.9798583984375,,,,,6.5
47,circle,Static,Black,113.52137756347656,85.87980651855469,,,,,6.5
48,circle,Static,Black,120.38015747070312,98.76985168457031,,,,,6.5
49,circle,Static,Black,125.68567657470703,148.6111602783203,,,,,6.5
50,circle,Static,Black,239.5859375,14.791160583496094,,,,,6.5
51,circle,Static,Black,208.43292236328125,75.79602813720703,,,,,6.5
52,circle,Static,Black,178.47817993164062,112.54421997070312,,,,,6.5
53,circle,Static,Black,168.89341735839844,123.48835754394531,,,,,6.5
54,bar,Static,Purple,128.0,2.559999942779541,0.0,256.0,5.12,,
55,User Circle,Dynamic,Red,135,207,,,,,13
