object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,19.64453887939453,106.47801208496094,6.108652591705322,38.99238189641262,5.12,,
5,bar,Dynamic,Gray,59.769073486328125,103.1395263671875,0.00026591616915538907,38.4,5.12,,
6,circle,Static,Black,59.769073486328125,94.07142639160156,,,,,6.5
7,circle,Static,Black,72.46907806396484,94.07142639160156,,,,,6.5
8,bar,Static,Black,59.769073486328125,85.01142883300781,0.0,38.4,5.12,,
9,bar,Static,Black,99.89361572265625,99.78485107421875,6.108652591705322,38.99238189641262,5.12,,
10,jar,Static,Purple,136.8181610107422,57.62950897216797,0.0,38.53310265213535,115.25901794433594,25.6,
11,bar,Static,Black,173.74269104003906,87.97167205810547,6.108652591705322,38.99238189641262,5.12,,
12,bar,Static,Black,223.46725463867188,84.62508392333984,0.0,57.59999999999997,5.12,,
13,circle,Dynamic,Green,6.506000518798828,118.86827087402344,,,,,6.5
14,bar,Static,Black,128.0,148.4246063232422,0.0,256.0,5.12,,
15,User Circle,Dynamic,Red,76,128,,,,,5
