object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,80.0,64.85333251953125,0.0,76.8,5.12,,
5,circle,Dynamic,Gray,61.10014343261719,86.91786193847656,,,,,19.5
6,bar,Dynamic,Gray,56.199806213378906,108.97575378417969,0.0002523857692722231,102.4,5.12,,
7,circle,Dynamic,Green,11.619771957397461,118.02738189697266,,,,,6.5
8,circle,Static,Black,61.099998474121094,243.5,,,,,12.5
9,bar,Static,Black,217.51611328125,7.348430156707764,-0.0581776425242424,76.8,5.12,,
10,jar,Dynamic,Gray,206.39999389648438,14.510881423950195,0.0,57.79965397820301,29.02176284790039,38.400000000000006,
11,circle,Dynamic,Blue,206.39999389648438,32.62052536010742,,,,,10.5
12,User Circle,Dynamic,Red,83,219,,,,,19
