object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Purple,228.807861328125,56.41242218017578,0.45378559827804565,256.0,5.12,,
5,bar,Static,Black,54.22758483886719,114.16787719726562,-1.1170107126235962,256.0,5.12,,
6,jar,Dynamic,Gray,32.74368667602539,200.3822021484375,-1.1170107126235962,51.377470202847135,400.764404296875,34.13333333333334,
7,bar,Static,Black,65.40807342529297,91.24446105957031,-1.1170107126235962,204.99074962199495,5.12,,
8,circle,Dynamic,Green,54.60199737548828,212.5045166015625,,,,,10.5
9,User Circle,Dynamic,Red,135,176,,,,,11
