object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,19.64453887939453,90.0208740234375,6.108652591705322,38.99238189641262,5.12,,
5,bar,Dynamic,Gray,59.769073486328125,86.68238067626953,0.0002660175960045308,38.4,5.12,,
6,circle,Static,Black,59.769073486328125,77.61428833007812,,,,,6.5
7,circle,Static,Black,72.46907806396484,77.61428833007812,,,,,6.5
8,bar,Static,Black,59.769073486328125,68.55428314208984,0.0,38.4,5.12,,
9,bar,Static,Black,99.89361572265625,83.32769775390625,6.108652591705322,38.99238189641262,5.12,,
10,jar,Static,Purple,136.8181610107422,41.172367095947266,0.0,38.53310265213535,82.34473419189453,25.6,
11,bar,Static,Black,173.74269104003906,71.5145263671875,6.108652591705322,38.99238189641262,5.12,,
12,bar,Static,Black,223.46725463867188,68.1679458618164,0.0,57.59999999999997,5.12,,
13,circle,Dynamic,Green,6.506000518798828,102.4111328125,,,,,6.5
14,bar,Static,Black,128.0,131.9674530029297,0.0,256.0,5.12,,
15,User Circle,Dynamic,Red,74,105,,,,,8
