object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Purple,168.51551818847656,85.5511703491211,0.7330383062362671,256.0,5.12,,
5,bar,Static,Black,11.288239479064941,113.2110595703125,-1.0995573997497559,256.0,5.12,,
6,jar,Dynamic,Gray,14.8160400390625,199.7848663330078,-1.0995573997497559,51.377470202847135,399.5697326660156,34.13333333333334,
7,bar,Static,Black,22.606918334960938,90.99689483642578,-1.0995573997497559,206.13693246757606,5.12,,
8,circle,Dynamic,Green,36.52638626098633,212.25418090820312,,,,,10.5
9,User Circle,Dynamic,Red,83,219,,,,,19
