object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Purple,249.28787231445312,56.41242218017578,0.45378559827804565,256.0,5.12,,
5,bar,Static,Black,60.337318420410156,106.15034484863281,-0.986111044883728,256.0,5.12,,
6,jar,Dynamic,Gray,25.846166610717773,196.21591186523438,-0.986111044883728,51.377470202847135,392.43182373046875,34.13333333333334,
7,bar,Static,Black,71.3055419921875,89.57917022705078,-0.986111044883728,216.25553221122343,5.12,,
8,circle,Dynamic,Green,46.43574523925781,210.84344482421875,,,,,10.5
9,User Circle,Dynamic,Red,173,53,,,,,10
