object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,jar,Dynamic,Gray,80.00037384033203,2.3323159217834473,2.4912764274631627e-05,44.95528642749123,4.6646318435668945,29.86666666666667,
5,circle,Dynamic,Blue,80.0,19.483665466308594,,,,,9.5
6,bar,Static,Black,214.933349609375,126.2933349609375,0.0,256.0,5.12,,
7,jar,Dynamic,Gray,99.73497009277344,157.61317443847656,3.1414287090301514,30.826482121708274,315.2263488769531,20.480000000000004,
8,circle,Dynamic,Green,99.73332214355469,135.3593292236328,,,,,6.5
9,bar,Static,Black,263.4378967285156,223.43255615234375,0.8726646304130554,256.0,5.12,,
10,User Circle,Dynamic,Red,170,173,,,,,28
