object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,circle,Dynamic,Green,133.62184143066406,230.38363647460938,,,,,12.5
5,circle,Static,Black,179.1999969482422,128.0,,,,,6.5
6,circle,Static,Black,222.06399536132812,125.2162857055664,,,,,6.5
7,circle,Static,Black,251.68405151367188,129.042724609375,,,,,6.5
8,circle,Static,Black,222.06399536132812,125.2162857055664,,,,,6.5
9,circle,Static,Black,212.90756225585938,105.33224487304688,,,,,6.5
10,circle,Static,Black,215.43585205078125,72.28662109375,,,,,6.5
11,circle,Static,Black,222.06399536132812,125.2162857055664,,,,,6.5
12,circle,Static,Black,210.24697875976562,133.69273376464844,,,,,6.5
13,circle,Static,Black,164.30003356933594,137.0257110595703,,,,,6.5
14,circle,Static,Black,135.4930877685547,122.12276458740234,,,,,6.5
15,circle,Static,Black,210.24697875976562,133.69273376464844,,,,,6.5
16,circle,Static,Black,193.39166259765625,166.03936767578125,,,,,6.5
17,circle,Static,Black,222.06399536132812,125.2162857055664,,,,,6.5
18,circle,Static,Black,248.3045654296875,157.05088806152344,,,,,6.5
19,circle,Static,Black,248.3045654296875,157.05088806152344,,,,,6.5
20,circle,Static,Black,236.81463623046875,145.2666778564453,,,,,6.5
21,circle,Static,Black,222.03262329101562,104.63822937011719,,,,,6.5
22,circle,Static,Black,223.43064880371094,85.99915313720703,,,,,6.5
23,circle,Static,Black,242.5340576171875,50.92027282714844,,,,,6.5
24,circle,Static,Black,248.3045654296875,157.05088806152344,,,,,6.5
25,circle,Static,Black,193.39166259765625,166.03936767578125,,,,,6.5
26,circle,Static,Black,222.06399536132812,125.2162857055664,,,,,6.5
27,circle,Static,Black,209.93450927734375,143.4614715576172,,,,,6.5
28,circle,Static,Black,189.5609588623047,159.6150360107422,,,,,6.5
29,circle,Static,Black,161.82179260253906,160.80755615234375,,,,,6.5
30,circle,Static,Black,118.78121948242188,148.861328125,,,,,6.5
31,circle,Static,Black,93.07467651367188,131.85528564453125,,,,,6.5
32,circle,Static,Black,84.28974151611328,120.82673645019531,,,,,6.5
33,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
34,circle,Static,Black,81.69776153564453,119.10641479492188,,,,,6.5
35,circle,Static,Black,112.49604797363281,117.6151123046875,,,,,6.5
36,circle,Static,Black,129.21868896484375,120.77881622314453,,,,,6.5
37,circle,Static,Black,145.1359405517578,127.93173217773438,,,,,6.5
38,circle,Static,Black,156.51905822753906,136.72434997558594,,,,,6.5
39,circle,Static,Black,166.9881591796875,158.82591247558594,,,,,6.5
40,circle,Static,Black,155.35044860839844,166.80477905273438,,,,,6.5
41,circle,Static,Black,145.1359405517578,127.93173217773438,,,,,6.5
42,circle,Static,Black,139.2375030517578,98.04403686523438,,,,,6.5
43,circle,Static,Black,153.69761657714844,66.56612396240234,,,,,6.5
44,circle,Static,Black,129.21868896484375,120.77881622314453,,,,,6.5
45,circle,Static,Black,159.53160095214844,151.8832550048828,,,,,6.5
46,circle,Static,Black,139.2375030517578,98.04403686523438,,,,,6.5
47,circle,Static,Black,96.4193115234375,116.04782104492188,,,,,6.5
48,circle,Static,Black,82.17774200439453,114.81417846679688,,,,,6.5
49,circle,Static,Black,51.20000457763672,128.0,,,,,6.5
50,circle,Static,Black,19.274675369262695,163.491455078125,,,,,6.5
51,circle,Static,Black,96.4193115234375,116.04782104492188,,,,,6.5
52,circle,Static,Black,105.25750732421875,127.411865234375,,,,,6.5
53,circle,Static,Black,117.89521789550781,162.05923461914062,,,,,6.5
54,circle,Static,Black,153.69761657714844,66.56612396240234,,,,,6.5
55,circle,Static,Black,145.70993041992188,92.1007308959961,,,,,6.5
56,circle,Static,Black,134.51495361328125,116.90469360351562,,,,,6.5
57,circle,Static,Black,125.60969543457031,131.60189819335938,,,,,6.5
58,circle,Static,Black,99.23408508300781,165.19996643066406,,,,,6.5
59,bar,Static,Purple,128.0,2.559999942779541,0.0,256.0,5.12,,
60,User Circle,Dynamic,Red,133,191,,,,,22
