object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,13.462575912475586,73.55966186523438,6.02138614654541,26.503070218498127,5.12,,
5,bar,Dynamic,Gray,57.005157470703125,70.22486877441406,0.0001723807363305241,57.599999999999994,5.12,,
6,circle,Static,Black,57.005157470703125,61.157142639160156,,,,,6.5
7,circle,Static,Black,79.3051528930664,61.157142639160156,,,,,6.5
8,bar,Static,Black,57.005157470703125,52.097137451171875,0.0,57.599999999999994,5.12,,
9,bar,Static,Black,100.5477294921875,66.87462615966797,6.02138614654541,26.503070218498127,5.12,,
10,jar,Static,Purple,139.29031372070312,5.762457847595215,0.0,57.79965397820301,11.52491569519043,38.400000000000006,
11,bar,Static,Black,178.0328826904297,55.069580078125,6.02138614654541,26.503070218498127,5.12,,
12,bar,Static,Black,221.575439453125,51.72705841064453,0.0,57.60000000000003,5.12,,
13,circle,Dynamic,Green,6.506000518798828,85.94584655761719,,,,,6.5
14,bar,Static,Black,128.0,115.50218200683594,0.0,256.0,5.12,,
15,User Circle,Dynamic,Red,88,90,,,,,10
