object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,80.0,104.96000671386719,0.0,76.8,5.12,,
5,circle,Dynamic,Gray,61.10014343261719,127.0245361328125,,,,,19.5
6,bar,Dynamic,Gray,56.199806213378906,149.08242797851562,0.0002523901639506221,102.4,5.12,,
7,circle,Dynamic,Green,11.619771957397461,158.13404846191406,,,,,6.5
8,circle,Static,Black,61.099998474121094,243.5,,,,,12.5
9,bar,Static,Black,217.63442993164062,33.6983528137207,-0.1454441100358963,76.8,5.12,,
10,jar,Dynamic,Gray,226.8800048828125,44.17073059082031,0.0,57.79965397820301,88.34146118164062,38.400000000000006,
11,circle,Dynamic,Blue,226.8800048828125,62.28038024902344,,,,,10.5
12,User Circle,Dynamic,Red,79,194,,,,,30
