object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,bar,Static,Black,19.862577438354492,64.30310821533203,6.02138614654541,39.75460532774719,5.12,,
5,bar,Dynamic,Gray,60.20515441894531,59.25381088256836,0.0002659669262357056,38.4,5.12,,
6,circle,Static,Black,60.20515441894531,50.18571472167969,,,,,6.5
7,circle,Static,Black,72.9051513671875,50.18571472167969,,,,,6.5
8,bar,Static,Black,60.20515441894531,41.12571334838867,0.0,38.4,5.12,,
9,bar,Static,Black,100.5477294921875,54.188316345214844,6.02138614654541,39.75460532774719,5.12,,
10,jar,Static,Purple,137.6903076171875,10.32217788696289,0.0,38.53310265213535,20.64435577392578,25.6,
11,bar,Static,Black,174.8328857421875,38.953529357910156,6.02138614654541,39.75460532774719,5.12,,
12,bar,Static,Black,224.7754669189453,33.89613723754883,0.0,57.59999999999997,5.12,,
13,circle,Dynamic,Green,6.506000518798828,78.4041748046875,,,,,6.5
14,bar,Static,Black,128.0,107.96051025390625,0.0,256.0,5.12,,
15,User Circle,Dynamic,Red,77,74,,,,,9
