object_id,type,state,color,x,y,angle,length,width,base_length,radius
0,boundary,Static,Black,128.0,-2.5,0.0,256.0,5.0,,
1,boundary,Static,Black,-2.5,128.0,0.0,5.0,256.0,,
2,boundary,Static,Black,128.0,258.5,0.0,256.0,5.0,,
3,boundary,Static,Black,258.5,128.0,0.0,5.0,256.0,,
4,jar,Dynamic,Gray,128.00038146972656,2.3323159217834473,2.4913133529480547e-05,44.95528642749123,4.6646318435668945,29.86666666666667,
5,circle,Dynamic,Blue,128.0,19.483665466308594,,,,,9.5
6,bar,Static,Black,262.9333190917969,147.6266632080078,0.0,256.0,5.12,,
7,jar,Dynamic,Gray,147.74119567871094,178.98593139648438,3.1408119201660156,30.826482121708274,357.97186279296875,20.480000000000004,
8,circle,Dynamic,Green,147.73333740234375,156.69265747070312,,,,,6.5
9,bar,Static,Black,263.4378967285156,244.76589965820312,0.8726646304130554,256.0,5.12,,
10,User Circle,Dynamic,Red,173,227,,,,,28
